alpha_a alpha_g dim A_ass A_ass_err B_ass B_ass_err A_diameter A_diameter_err B_diameter B_diameter_err A_short A_short_err B_short B_short_err
10.0 2 3 0.0034132327561406657 0.0006710624912700928 -0.03048991057160946 0.007385022482463278 0.003168991991965597 0.02731423995657618 -0.027541657161802777 0.30059216629642077 0.0017902686477770024 0.04051987700649398 -0.010806503243776399 0.445915303308759
11.0 2 3 0.004384659676894542 0.0004594834982015731 -0.03966977100128314 0.0041603214202800805 0.004026456177493506 0.05408491669742769 -0.03548176016965948 0.4897027983165409 0.0022635529437934018 0.07658227949581277 -0.014638913652958802 0.693391096445533
12.0 2 3 0.0036402252579529086 0.0002624423340332075 -0.028168655490981007 0.002900469002376488 0.0034209161847039986 0.02864014392590661 -0.025491861756150258 0.31652591361132615 0.002154327650961546 0.04045065256513252 -0.010168344979094857 0.4470499634145158
13.0 2 3 0.004434672734864936 0.0004555701732212922 -0.03500175623584559 0.004121937669218823 0.00406440916039884 0.0562872483081574 -0.03072939951303495 0.5092788597996576 0.002118640778201888 0.08047418717014823 -0.008230843968199068 0.7281081827936348
14.0 2 3 0.003887503992045157 0.00035277324245337695 -0.027532999114428466 0.0038341870055078934 0.0037358557646174494 0.026981638258035734 -0.025653492516877697 0.29325523799214903 0.002861462321241293 0.03817532911726584 -0.014941096312313197 0.41491362841225465
15.0 2 3 0.0025202045680707227 0.0005185575681070461 -0.010890823227380742 0.005845826920175664 0.0023601939423198814 0.022038776013097915 -0.008931541271809692 0.24844843187762333 0.00145103821199211 0.0331816579005182 0.002280784060095879 0.374062655769874
0.0 2 4 0.015906550005542797 0.0011581716552632661 -0.20826367493039594 0.011215128461830952 0.01556717816637306 0.05373549199880988 -0.20377844994270233 0.5203455160021978 0.013706763401901382 0.0700010483266576 -0.1803296140299982 0.677837174571486
1.0 2 4 0.018127962051229803 0.0010909423588375629 -0.2388824642549102 0.010479760052001972 0.017642256497223653 0.06808892878205801 -0.23239418473610096 0.6540711770690771 0.015951744192457862 0.07803014053257701 -0.2108559860976797 0.7495529521050465
3.0 2 4 0.018379710735925432 0.0009378615976803648 -0.2562719013204743 0.008957586039413714 0.0178510559160324 0.07999390374559087 -0.2488866581310437 0.7640258482729252 0.016339153913679242 0.08880511816852149 -0.22860479266386552 0.848167893025011
4.0 2 4 0.014891742660026701 0.000687240054096423 -0.22123275301712292 0.006655894090860659 0.014279066458203553 0.06466992309230947 -0.21371757574871117 0.6263241871210506 0.012550596778319212 0.07631477258022318 -0.1921068413335796 0.7390905910418349
5.0 2 4 0.012353856319927848 0.0007627156638860716 -0.18288208281538257 0.0076492405662756035 0.011897421947218705 0.041482472921970444 -0.17737794287286102 0.4160248236226718 0.010305419813561095 0.050072371949080256 -0.1583627321099193 0.502161926971387
6.0 2 4 0.010997285341723978 0.0011566372896356298 -0.1503286501744364 0.01153978224538535 0.01065021527744971 0.038367494314598655 -0.14614843144507372 0.38279224400982476 0.009661068375715691 0.04985255903032373 -0.13332321639160122 0.4973721942851209
7.0 2 4 0.00995356594734928 0.0010668014189953153 -0.12482825519604192 0.010489857426824954 0.009621789208126796 0.04501828677611864 -0.12086376887762457 0.44266424206358074 0.008482128676195183 0.057290117978914985 -0.106957990361713 0.5633272439254153
8.0 2 4 0.006841357926397362 0.001223490652948291 -0.08462333691437673 0.012123628905236099 0.006517423622245843 0.04193594065326817 -0.08071805793379497 0.4155447476494482 0.005118125405680692 0.05397942954441254 -0.06407749188314345 0.5348768903714811
9.0 2 4 0.004802982064616853 0.0008597435940556722 -0.05721959698789509 0.008566155023231551 0.00441996256591816 0.04206235476127648 -0.05276624719130048 0.4190925830890635 0.00288185664722854 0.05456389386807156 -0.03485420737935025 0.5436458032050527
10.0 2 4 0.0018975252356860253 0.0007047935403240427 -0.022801018547742948 0.007968683959148463 0.0016296862364483544 0.025174634632538054 -0.019525549266747086 0.2846344660521955 0.0002777733366805307 0.03499855725855323 -0.00299561858727376 0.39570354226403137
11.0 2 4 0.0035179378462288106 0.0007027204089681302 -0.03694402160091415 0.006288548611992535 0.0031471459706802277 0.06386439123992603 -0.03260618076461502 0.571513088924704 0.0015880573640772674 0.08566649613972702 -0.014124592050404259 0.7666088143607511
12.0 2 4 0.0017173634028483933 0.0005508769014897551 -0.014690050737873757 0.006038835941582672 0.0015095710125416794 0.026752336795869257 -0.012147518039480418 0.2932649055587701 0.00041050257510143634 0.0362000572445367 0.0011357645274384207 0.3968294348828937
13.0 2 4 0.002289006594141123 0.0004064468812715198 -0.019082390206996064 0.003658210556377105 0.0019344946475240911 0.060048748544887766 -0.014903545728354013 0.5404660143069409 0.000399575837688542 0.08076919837969482 0.0033214332006431145 0.7269512382918062
14.0 2 4 0.0011529271775237572 0.00024111596996698515 -0.004981817372090813 0.0027248103489588902 0.0009732711097301108 0.021428116396789824 -0.0027480535959337397 0.24215531917108124 0.00022178030845567835 0.028464320919870095 0.006626609092371527 0.32166803833969665
15.0 2 4 0.0020347838554315707 0.0004137984856496109 -0.012137578000439006 0.004608848639866678 0.0018299076273627125 0.024966257712931966 -0.009626566195398973 0.2780716534805557 0.0008854996641690335 0.03486167587972286 0.002044590839098339 0.38828306353130126
