N dim alpha_a alpha_g N_samples per_short std_short per_ass std_ass per_dia std_dia
40000.0 4.0 3.0 2.0 301.0 0.46128616850687904 0.869723128032427 1.480853506719369 0.0156405212923332 0.4242592284434157 2.1685714431619387
160000.0 1.0 3.0 2.0 13.0 1.4638978568053618 1.0371752537170742 6.166347515296656 0.0034939733258378 1.8155937591831768 3.1925393799149435
160000.0 3.0 3.0 2.0 11.0 1.9501193140171136 0.8844412337741836 6.575933825389761 0.0097709485372152 1.8988167343233893 2.284333998823687
320000.0 2.0 3.0 2.0 6.0 1.742867275997183 0.7522373313434182 8.266161464169969 0.004567792976774 2.068776302780584 2.280350850198276
160000.0 4.0 3.0 2.0 14.0 1.5152387746904437 0.6828395590119601 9.05264133532052 0.0140974774224654 1.3147776660112167 1.6374732612530445
20000.0 1.0 3.0 2.0 454.0 0.29979862982169375 1.0232142833550195 3.7574746163673995 0.0069253173232568 0.45503567926977156 3.809248777437302
80000.0 2.0 3.0 2.0 121.0 0.4295775333464577 0.7283102020209306 2.1678310356390353 0.0071456602349791 0.6022739328007115 2.586492780500511
20000.0 3.0 3.0 2.0 454.0 0.3038715498384359 0.7385912722700753 0.9099816546540438 0.0146213216020507 0.33789019599575715 2.11561213038514
20000.0 2.0 3.0 2.0 454.0 0.24088612242055452 0.6902719512708059 1.2129412964981403 0.011277626184531 0.32751468655192134 2.3423906304592066
80000.0 1.0 3.0 2.0 116.0 0.5343261859728778 1.0444725833441353 2.375210033407362 0.0036066165034728 0.9422083997544055 4.572676493569447
10000.0 4.0 3.0 2.0 1322.0 0.22492083081136885 0.7737091111802084 0.6536841532122742 0.0203828046745928 0.2214731330167254 2.0031024768393704
10000.0 3.0 3.0 2.0 1322.0 0.1881110532487667 0.721838053261714 0.5395053219823628 0.0166843477656797 0.2284629346674454 2.233713206930198
10000.0 2.0 3.0 2.0 1322.0 0.15529861065786849 0.7028075602487499 0.7023179203080757 0.0136587052068888 0.2069504730571152 2.3088274115355176
5000.0 2.0 3.0 2.0 1153.0 0.17460172820805622 0.6767050880480106 0.7598818236564936 0.0170385397179066 0.23200208696496455 2.194996807704753
160000.0 2.0 3.0 2.0 12.0 1.2981916827161728 0.7283784711240235 7.498314918792246 0.0064046244421092 1.5724907862137933 2.269694946796849
40000.0 3.0 3.0 2.0 300.0 0.3298762613064974 0.6903850887551627 1.0794707096639464 0.0121148366327686 0.3862839608868578 2.1046505812412866
320000.0 4.0 3.0 2.0 6.0 2.506058544740515 0.7408592812853644 17.258784245449966 0.0125682382215912 2.841446420821459 2.3664319132398464
10000.0 2.0 4.0 2.0 1322.0 0.1451113860178378 0.7070451446515951 1.190353435118741 0.0125533723829284 0.2129130414455045 2.5320496745824
20000.0 4.0 4.0 2.0 454.0 0.3122255709845853 0.7387996272650061 0.9976043415133877 0.0156821354662577 0.36454507072932313 2.2407589063774807
160000.0 2.0 4.0 2.0 13.0 1.5096308878009252 0.9565773751995128 9.378832880067261 0.00383025723462 1.1492305855999427 1.832750490103429
160000.0 4.0 4.0 2.0 13.0 1.6755090876455592 0.7792105479759133 7.469690205841663 0.0120154312877339 1.9723951661045194 2.4781092875467863
40000.0 4.0 4.0 2.0 299.0 0.39216822431235987 0.8024305662467353 1.1538430559502961 0.0126259183526741 0.4380101383669868 2.3557625713431167
320000.0 4.0 4.0 2.0 6.0 3.6352648013828293 1.2768136371452183 10.835719676963786 0.0103640078241961 3.3882602957267047 3.250640962435973
5000.0 2.0 4.0 2.0 1153.0 0.16353405329002063 0.6807988526138494 1.2027371104602056 0.0160519529617481 0.22763827490122432 2.293755782502973
40000.0 3.0 4.0 2.0 299.0 0.3182770457545701 0.7469043627089994 1.2586563607889387 0.0098226006869525 0.401354497736964 2.398153277816598
80000.0 1.0 4.0 2.0 119.0 0.5906297744745856 1.235256076674896 1.0538147491237997 0.0032973375455065 0.9886340277603317 5.166698445272763
40000.0 2.0 4.0 2.0 300.0 0.25750894704319865 0.6981461627635677 2.7419387348841227 0.00781846761348 0.37931389178559843 2.553723754974764
40000.0 1.0 4.0 2.0 300.0 0.39052148689227684 1.203492415936752 0.9310523876271826 0.0043995972176551 0.596675586558019 4.525575777776938
160000.0 3.0 4.0 2.0 11.0 1.4360210790240646 0.7367855347262308 7.026383806486986 0.0074130294951279 1.4809211545152585 1.9021518914592013
20000.0 2.0 4.0 2.0 454.0 0.25196617510040836 0.7792548706631027 1.980684723002148 0.0093132795543524 0.3205808282241011 2.430015463614799
10000.0 3.0 4.0 2.0 1322.0 0.1648247015770615 0.6970550385962953 0.5846908014415474 0.0136254211889613 0.20725311579519942 2.1759135321194454
320000.0 1.0 4.0 2.0 6.0 2.0975052267267116 1.07002585700845 2.0738922021290636 0.0016243990618071 4.112975875177067 5.138093031466052
10000.0 4.0 4.0 2.0 1322.0 0.20569338945265414 0.7681900024985571 0.590768218184055 0.0177272969432424 0.2280811062331507 2.1838109195521365
20000.0 1.0 4.0 2.0 454.0 0.2955332837390838 1.0407311308277971 1.2699016953765334 0.0067025444367432 0.5072802171714436 4.381594918654321
20000.0 3.0 4.0 2.0 454.0 0.2699759634967205 0.7270694249037625 0.9518919938281621 0.0110907061459028 0.3314712412073533 2.238144755156831
80000.0 2.0 4.0 2.0 122.0 0.353795448875107 0.6546532001384893 3.5781033625616523 0.0052125719210955 0.6181281874347444 2.875363351272769
320000.0 2.0 4.0 2.0 6.0 1.9439222830149698 0.910814136363726 18.400005340238774 0.0038525693633366 1.9613453511337475 2.3380903889000244
10000.0 1.0 4.0 2.0 1322.0 0.1930113193828875 1.0742497529485806 1.1244056752678684 0.0087803626416781 0.31655750330764815 4.286578947199119
80000.0 4.0 4.0 2.0 120.0 0.5764993005969139 0.792872820266685 1.6730112551709075 0.0098905877659273 0.5616229905775365 2.049731826416345
80000.0 3.0 4.0 2.0 124.0 0.48542330092367314 0.785854682759746 1.8011747362742705 0.0075864092086751 0.49371842952121636 2.024437639857332
5000.0 1.0 4.0 2.0 21086.0 0.04978906049786354 1.0135034763392603 0.5533363212850992 0.0127393804230869 0.07486462815427974 3.667361729828894
5000.0 3.0 4.0 2.0 1153.0 0.19137115799326265 0.6966698867652712 0.6152828389191253 0.0161196195695163 0.23719083714176595 2.1169562030372098
160000.0 1.0 4.0 2.0 11.0 1.8388454501073983 1.238209702242424 1.5561071657918517 0.001497717319851 2.514497983578113 4.131915690418582
5000.0 4.0 4.0 2.0 1153.0 0.24294192348209148 0.7860190768355437 0.6485628739185387 0.0212317589259377 0.2550442584800104 2.084617990734286
320000.0 3.0 4.0 2.0 7.0 1.3675999514479558 0.5785951598895546 7.644038912908025 0.0057265040308825 1.2447291252984751 1.3972762620115435
5000.0 4.0 5.0 2.0 1153.0 0.21408610971748385 0.7434338210752375 0.6622886963431422 0.0181158965748468 0.25209003019923476 2.17539577468676
20000.0 3.0 5.0 2.0 454.0 0.23912056104640095 0.6847672548524874 1.6154934431374532 0.0109821393728805 0.33184565250812614 2.3591931707013067
20000.0 1.0 5.0 2.0 454.0 0.3153816488784941 1.140297734971601 0.7730952845475824 0.00580745914249 0.5477971779539113 4.887098978115352
20000.0 2.0 5.0 2.0 454.0 0.21305534599951806 0.6880094237895018 5.673700696788602 0.0088621567816814 0.3353966653934436 2.6577012304331245
80000.0 2.0 5.0 2.0 120.0 0.37458026984479575 0.7187061576953712 44.94987914336581 0.004870120396647 0.5377158110269653 2.5745876175730014
10000.0 2.0 5.0 2.0 1322.0 0.13348644642474428 0.6795311565172485 2.351317493119135 0.0117840103920447 0.20361958186948786 2.5170114923228573
10000.0 4.0 5.0 2.0 1322.0 0.17660675941037984 0.7160578690330898 0.5736286320338991 0.0142921129705802 0.20321542285382144 2.073663382298016
320000.0 1.0 5.0 2.0 6.0 2.180802387735094 1.2116115159846694 1.1970133554353644 0.0011817051335534 9.56679390947517 14.841383583300672
10000.0 3.0 5.0 2.0 1322.0 0.14766170006681917 0.667876537692034 0.83643451233524 0.0126030563453154 0.20255960259903147 2.2536571287590914
5000.0 1.0 5.0 2.0 1153.0 0.22068064292331516 1.0753994218500122 1.3397591015677435 0.01213542772624 0.35015674119926327 4.109378684179803
320000.0 3.0 5.0 2.0 6.0 1.453600021648349 0.6145095345069916 6.602259433016311 0.002450767885922 1.317574844935552 1.3662601021279464
160000.0 1.0 5.0 2.0 12.0 1.5778122079207293 1.1257072923749143 0.9042518822044456 0.0012407219646787 4.137861736729852 7.537281078784715
80000.0 3.0 5.0 2.0 155.0 0.3592217112019304 0.6986740314412049 2.4489461686477294 0.0066886273231162 0.47504045096939884 2.319513405481192
320000.0 2.0 5.0 2.0 6.0 1.1930103247226285 0.5829809753899919 21.63262577625353 0.0022545149807767 1.2782682000227092 1.602081978759722
10000.0 1.0 5.0 2.0 1322.0 0.18692221574049225 1.065069256622923 0.7266928979483109 0.0084696560669952 0.3049642148521135 4.223531659858844
80000.0 4.0 5.0 2.0 116.0 0.4965205111013165 0.7424414096449781 1.483056493565133 0.0068401181502416 0.5534384596747554 2.131983190327279
40000.0 4.0 5.0 2.0 300.0 0.37992177487968964 0.8542155624306209 1.0466050499963444 0.0091260706782407 0.39319568858991355 2.2614899243231084
40000.0 2.0 5.0 2.0 302.0 0.2417743964396231 0.685432496567593 11.100694426400164 0.0063234065061153 0.3657685304973069 2.554548885059842
160000.0 3.0 5.0 2.0 11.0 1.2895246339632145 0.7098860532123832 8.244231548655387 0.0052593245303728 1.9819104543492116 2.802596198981483
40000.0 1.0 5.0 2.0 300.0 0.36596667718152426 1.156456484897043 0.6288919699452802 0.0040614544492214 0.6091980757526841 4.753856616614203
160000.0 2.0 5.0 2.0 13.0 1.2735900362623143 0.8597106777044091 80.52508157520167 0.004134571318632 1.8282517214855145 3.123525293063954
20000.0 4.0 5.0 2.0 454.0 0.32862911972341574 0.8444259407087067 0.9406160636448848 0.011779450084904 0.36703086893269016 2.39711619230773
80000.0 1.0 5.0 2.0 149.0 0.4135661687453935 0.9878664528221736 0.6605876846870736 0.0031089964626062 0.7514413780634536 4.442203972033396
160000.0 4.0 5.0 2.0 11.0 1.2596364268431426 0.6170577219205815 3.0624427521041553 0.0036819204559824 1.5050457540863968 1.8877596148970777
5000.0 3.0 5.0 2.0 1153.0 0.18476148594804798 0.7173118919252672 0.8685236513648855 0.0159744551831658 0.24595391881019618 2.317290515439932
40000.0 3.0 5.0 2.0 302.0 0.2618050725524309 0.6614555190557848 1.7634220742046336 0.0082921090999089 0.3681634467518566 2.322770076943641
5000.0 2.0 5.0 2.0 1153.0 0.15601733756740033 0.6788465596289773 1.960542011605887 0.0150691741797693 0.2334472275994815 2.442420173780618
320000.0 4.0 5.0 2.0 6.0 2.092752778286059 0.8068148943014537 3.067342698104262 0.0023572492729167 2.3545661342923014 2.316606713852541
10000.0 1.0 6.0 2.0 1322.0 0.1922938785437914 1.1128397348662562 0.5739198557070226 0.0080574269412921 0.3203386146410393 4.490287157557435
80000.0 4.0 6.0 2.0 123.0 0.4475234513613774 0.7328818527711577 2.35795722402586 0.0065776456950103 0.607110675558053 2.5312389190171825
10000.0 2.0 6.0 2.0 1322.0 0.13606183253877727 0.7133595549583586 7.811788727814046 0.0111095331066286 0.20538921766804813 2.59786081540832
160000.0 1.0 6.0 2.0 13.0 1.8772569729873032 1.431227332504411 1.2476764217404923 0.0020908876972012 3.9105528286975657 7.776526150818177
5000.0 2.0 6.0 2.0 1153.0 0.15077610930820667 0.6758886594188812 3.8840304568982327 0.0147215027566008 0.23225206728304426 2.4909271499577903
40000.0 4.0 6.0 2.0 299.0 0.30680394628082713 0.728503605346347 1.4673853839487236 0.0078739008020204 0.40010199658069256 2.4096429623191
40000.0 2.0 6.0 2.0 302.0 0.23609095185650886 0.6928844207454515 5.547830576649829 0.0057149737985867 0.3855434586923554 2.7765194590897293
160000.0 3.0 6.0 2.0 12.0 1.0705150410411213 0.6430689415889738 10.461593486369328 0.003847001948175 1.8771276394456946 2.796101181678127
5000.0 1.0 6.0 2.0 21086.0 0.05003627439175702 1.0587468422041562 0.23736361562868807 0.0116463652848487 0.07947806100129276 4.046386319479071
40000.0 3.0 6.0 2.0 299.0 0.24999836754773574 0.6603406027664175 2.88968198009912 0.0075990437742285 0.3684164257033189 2.408012259314553
320000.0 4.0 6.0 2.0 6.0 0.389968819120809 0.1579338141965381 4.500847856634303 0.0020623322192766 1.7764588975687148 1.8348478592697184
5000.0 3.0 6.0 2.0 1153.0 0.17154237554911564 0.6935749058459029 1.2920160281936994 0.015652893835185 0.2312806197678806 2.2608465925879058
80000.0 3.0 6.0 2.0 116.0 0.3683202025579499 0.6469393899299056 4.543384074948819 0.0064512346237758 0.4983958497470094 2.188339686773433
5000.0 4.0 6.0 2.0 1153.0 0.1981410989574303 0.7273330390081918 0.800314323514874 0.0164796173510539 0.24890747818953782 2.251069820508139
320000.0 3.0 6.0 2.0 6.0 2.6081279517971003 1.1857049713145342 16.646349042742354 0.0042514824364386 1.8200159195213692 2.065591117977289
160000.0 4.0 6.0 2.0 13.0 1.4695990128100158 0.8459206282097449 8.495114085350307 0.0068531755488218 1.4561083816372202 2.1363760352762253
40000.0 1.0 6.0 2.0 302.0 0.35348396896850753 1.143341352829219 0.5436674757291694 0.0041158505064601 0.6600408797933152 5.24936570983083
160000.0 2.0 6.0 2.0 13.0 1.1659377569108171 0.8006814519119936 8.97116922475962 0.0033144628667147 2.0607489057547976 3.5264567820827515
20000.0 4.0 6.0 2.0 454.0 0.2866225072746676 0.7836496786637793 1.3015478614472222 0.0109792370320794 0.3433184132833402 2.3592261468088065
80000.0 1.0 6.0 2.0 123.0 0.5343052726117057 1.1681044542734875 0.5783176459596566 0.0028843073838922 1.0146490219489128 5.480120495488699
20000.0 3.0 6.0 2.0 454.0 0.22302476727978207 0.6712825789678109 2.3727719072353577 0.0101210281153286 0.3031352328046154 2.233756368253941
20000.0 2.0 6.0 2.0 454.0 0.21424596436582524 0.7148790139276175 19.747046325352347 0.0081879281037081 0.3316787621912601 2.698912073803465
80000.0 2.0 6.0 2.0 118.0 0.37906025737126847 0.7473531091396439 5.444578585152228 0.0044934882394408 0.5715391165095156 2.79172220653464
20000.0 1.0 6.0 2.0 454.0 0.29845011544474864 1.0964350714333686 0.6543329028108309 0.0059284217052718 0.5088409039295977 4.569407168146454
10000.0 4.0 6.0 2.0 1322.0 0.17336533181638564 0.7444252125264124 0.7271073428292372 0.0127746102948713 0.21453660644439304 2.2901445299418697
10000.0 3.0 6.0 2.0 1322.0 0.1462112164996562 0.693640864747516 1.2631827033090781 0.0123714965964483 0.1935770554197998 2.234217139980494
320000.0 1.0 6.0 2.0 6.0 2.504699689082551 1.39264544470826 0.7748059399424354 0.0008886243675854 3.23492787975189 4.516635916254486
320000.0 2.0 6.0 2.0 6.0 1.2544980451715768 0.6395359995079756 8.551573032402526 0.0023454526722291 2.729713656650969 3.488074922742725
20000.0 4.0 7.0 2.0 454.0 0.2603856937546051 0.7427021760341995 1.9325033399293954 0.0099417242140704 0.3055837329513344 2.1650313658971174
160000.0 1.0 7.0 2.0 12.0 1.296962321617979 0.9503403582879706 1.1348314283658398 0.0019686850929945 1.6119243538127837 2.8431203515386634
160000.0 3.0 7.0 2.0 11.0 1.1344543350121035 0.676204091703358 43.39371047797392 0.0047623135703717 2.1114825603895224 3.1449815724275862
20000.0 3.0 7.0 2.0 454.0 0.20614998721473027 0.638718941763682 3.786236267581934 0.0094185144698325 0.31050548907127506 2.346940528456816
40000.0 3.0 7.0 2.0 299.0 0.2619862838081796 0.7128062799523843 5.531978701909983 0.0074009539348609 0.3375685330489945 2.257144314317886
160000.0 2.0 7.0 2.0 13.0 0.6408712241841222 0.4533220921494664 4.611005140301045 0.0028065358730411 1.0780486282650248 1.9315199276138029
40000.0 4.0 7.0 2.0 301.0 0.30918052663048884 0.7764051626397415 2.441431660660936 0.0076956920971072 0.39740206894187513 2.4907847878445253
40000.0 2.0 7.0 2.0 299.0 0.25608424803871177 0.7668162976578303 2.6172731501606044 0.0054585679091231 0.40435424507943046 2.97777074053675
320000.0 4.0 7.0 2.0 6.0 1.8771052387339286 0.8349639690828973 23.651048927566755 0.0065222832058615 1.6225418811728693 1.8348478592697184
10000.0 1.0 7.0 2.0 1322.0 0.19828591874352014 1.161190039789633 0.5091428600659856 0.0081309605002411 0.3230135419176217 4.591569053832488
320000.0 1.0 7.0 2.0 6.0 3.394114695332008 1.918075662480497 1.2707686223145176 0.0015858620706101 6.210343193454148 9.025888691240697
80000.0 3.0 7.0 2.0 117.0 0.3821504914009576 0.6966440967358776 9.509333028662477 0.0056057646904014 0.5743842422385581 2.597211091228821
5000.0 3.0 7.0 2.0 1153.0 0.15375047674371192 0.6408565322301489 1.792463248659045 0.0148661407436358 0.22369432023276742 2.2366234508353946
320000.0 3.0 7.0 2.0 6.0 1.6449502189053384 0.7671295579409436 141.75240828141028 0.0032141577378083 1.2101751266045975 1.378404875209022
80000.0 4.0 7.0 2.0 130.0 0.3707734202325683 0.6537365049242716 4.056219322994107 0.0062417616396868 0.5387674957784214 2.4023443132001656
5000.0 4.0 7.0 2.0 1153.0 0.2034035399453838 0.780764376066401 1.0653266454449328 0.0155682364547427 0.24532530761085966 2.295256590519797
10000.0 4.0 7.0 2.0 1322.0 0.1659369082286868 0.7447611362116316 1.0487678039744792 0.0122973702632454 0.21184387575322242 2.340056433218718
160000.0 4.0 7.0 2.0 13.0 1.0481368977971637 0.6387410362660731 10.0804292657464 0.0053708669167046 1.3426750446270366 2.0816659994661326
10000.0 2.0 7.0 2.0 1322.0 0.13102078552917823 0.7009048802404728 7.103900574664383 0.0104626417470367 0.20625522753829006 2.664350180301955
10000.0 3.0 7.0 2.0 1322.0 0.14019133348670548 0.6865210321843913 1.932645681910105 0.012008512803323 0.19815250401257517 2.3476825350157697
